Player ID,Name,First Name,Last Name,Age,Birth Date,Birth Place,Birth Country,Nationality,Height,Weight,Injured,Photo,TeamID,TeamName,TeamLogo,GamesAppearences,GamesLineups,GamesMin,GamesNumber,GamesPosition,GamesRating,GamesCaptain,SubsIn,SubsOut,SubsBench,ShotsTotal,ShotsOn,ShotsGoals,ShotsConceded,ShotsAssists,ShotsSaves,PassesTotal,PassesKey,PassesAccuracy,TacklesTotal,TacklesBlocks,TacklesInterceptions,DuelsTotal,DuelsWon,DribblesAttempts,DribblesSuccess,DribblesPast,FoulsDrawn,FoulsCommitted,CardsYellow,CardsYellowRed,CardsRed,PenaltyWon,PenaltyCommited,PenaltyScored,PenaltyMissed,PenaltySaved,TeamID2,TeamName2,TeamLogo2,GamesAppearences2,GamesLineups2,GamesMin2,GamesNumber2,GamesPosition2,GamesRating2,GamesCaptain2,SubsIn2,SubsOut2,SubsBench2,ShotsTotal2,ShotsOn2,ShotsGoals2,ShotsConceded2,ShotsAssists2,ShotsSaves2,PassesTotal2,PassesKey2,PassesAccuracy2,TacklesTotal2,TacklesBlocks2,TacklesInterceptions2,DuelsTotal2,DuelsWon2,DribblesAttempts2,DribblesSuccess2,DribblesPast2,FoulsDrawn2,FoulsCommitted2,CardsYellow2,CardsYellowRed2,CardsRed2,PenaltyWon2,PenaltyCommited2,PenaltyScored2,PenaltyMissed2,PenaltySaved2
30772,K. Günter,Koray,Günter,30,8/16/1994,Höxter,Germany,Germany,184 cm,79 kg,FALSE,https://media.api-sports.io/football/players/30772.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,4,2,188, null, Defender, '6.533333', False,2,0,4,1, null,0,0, null, null,100, null,23,3,1,2,14,5,2,2, null, null,3,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30786,S. Sturaro,Stefano,Sturaro,31,3/9/1993,Sanremo,Italy,Italy,181 cm,80 kg,FALSE,https://media.api-sports.io/football/players/30786.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,11,2,308, null, Midfielder, '6.754545', False,9,2,10,1,1,1,0, null, null,171,3,11,12,1,1,51,28,1, null, null,8,10,3,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30815,K. Lasagna,Kevin,Lasagna,32,8/10/1992,Suzzara,Italy,Italy,185 cm,80 kg,FALSE,https://media.api-sports.io/football/players/30815.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,22,13,1107, null, Attacker, '6.722727', False,9,9,10,20,9,2,0,1, null,240,8,7,8,1,4,138,54,19,10, null,10,17,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30816,S. Okaka,Stefano,Okaka Chuka,34,8/9/1989,Castiglione del Lago,Italy,Italy,186 cm,82 kg,FALSE,https://media.api-sports.io/football/players/30816.png,564, Istanbul Basaksehir, https://media.api-sports.io/football/teams/564.png,0,0,0, null, Attacker, null, False,0,0,0, null, null,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,0,0,0, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30852,E. Viviano,Emiliano,Viviano,38,12/1/1985,Fiesole,Italy,Italy,195 cm,90 kg,FALSE,https://media.api-sports.io/football/players/30852.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
30996,M. Rohdén,Marcus Christer,Rohdén,33,5/11/1991,Värnamo,Sweden,Sweden,182 cm,76 kg,FALSE,https://media.api-sports.io/football/players/30996.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,28,23,1942, null, Midfielder, '6.875000', False,5,14,5,20,9,4,0,2, null,796,22,23,25,3,19,190,89,25,10, null,35,24,3,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31050,F. Veseli,Frédéric,Veseli,32,11/20/1992,Renens,Switzerland,Albania,183 cm,80 kg,FALSE,https://media.api-sports.io/football/players/31050.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,20,16,1479, null, Defender, '6.550000', False,4,4,14,2, null,0,0, null, null,603,6,24,18,7,15,87,38,6,3, null,10,15,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
31054,R. Krunić,Rade,Krunić,31,10/7/1993,Foča,Bosnia and Herzegovina,Bosnia and Herzegovina,184 cm,74 kg,FALSE,https://media.api-sports.io/football/players/31054.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,10,8,657, null, Midfielder, '6.930000', False,2,2,3,6,2,0,0, null, null,344,7,29,11,1,5,75,46,4,3, null,11,9,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
33291,G. Rodrigues,Gerson Leal,Rodrigues Gouveia,29,6/20/1995,Pragal,Portugal,Luxembourg,188 cm,82 kg,FALSE,https://media.api-sports.io/football/players/33291.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png,13,7,668, null, Attacker, '6.723076', False,6,6,7,10,3,2,0, null, null,207,6,12,5, null,4,123,51,33,18, null,13,21,2,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36026,C. Kazim-Richards,Colin,Kazim-Richards,37,8/26/1986,London,England,Türkiye,187 cm,70 kg,FALSE,https://media.api-sports.io/football/players/36026.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36901,F. Midtsjø,Fredrik,Midtsjø,31,8/11/1993,Stjørdal,Norway,Norway,176 cm,70 kg,FALSE,https://media.api-sports.io/football/players/36901.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,21,19,1618, null, Midfielder, null, False,2,7,3, null, null,0,0, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,4,0,0, null, null,0,0, null,645, Galatasaray, https://media.api-sports.io/football/teams/645.png,0,0,0,null,Midfielder,null,FALSE,0,0,1,null,null,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,null,null,0,0,null
36969,I. Drešević,Ibrahim,Drešević,27,1/24/1997,Fuxerna,Sweden,Kosovo,186 cm,81 kg,FALSE,https://media.api-sports.io/football/players/36969.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,16,15,1365, null, Defender, '7.012500', False,1,0,4,1, null,0,0,1, null,830,3,45,28,11,19,109,59,4,4, null,10,20,4,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36970,S. Floranus,Sherel Constancio,Floranus,25,8/23/1998,Rotterdam,Netherlands,Curaçao,181 cm,74 kg,FALSE,https://media.api-sports.io/football/players/36970.png,1005, Antalyaspor, https://media.api-sports.io/football/teams/1005.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
36997,A. Özer,Aykut,Özer,30,1/1/1993,Hanau,Germany,Türkiye,188 cm,80 kg,FALSE,https://media.api-sports.io/football/players/36997.png,3603, Samsunspor, https://media.api-sports.io/football/teams/3603.png, null, null, null, null, Goalkeeper, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37035,D. Sambissa,David Patrick,Sambissa,28,1/11/1996,null,France,Gabon,177 cm,70 kg,FALSE,https://media.api-sports.io/football/players/37035.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,18,11,1022, null, Attacker, '6.877777', False,7,7,20,12,7,1,0,3, null,379,12,15,22, null,10,134,73,43,21, null,14,8,1,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37073,F. Loshaj,Florian,Loshaj,28,8/13/1996,Skënderaj,Kosovo,Kosovo,174 cm,71 kg,FALSE,https://media.api-sports.io/football/players/37073.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,28,28,2391, null, Midfielder, '6.866666', False,0,14,0,29,14,4,0, null, null,921,22,26,56,13,16,294,125,41,22, null,34,63,8,1,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37164,D. Jensen,David Raagaard,Jensen,32,3/25/1992,Hillerød,Denmark,Denmark,195 cm,92 kg,FALSE,https://media.api-sports.io/football/players/37164.png,3578, İstanbulspor, https://media.api-sports.io/football/teams/3578.png,14,14,1260, null, Goalkeeper, '6.871428', False,0,0,0, null, null,0,24, null,46,466,1,23,1, null, null,7,7, null, null, null,3, null,0,0,0, null, null,0,0,1,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
37469,B. Darri,Brahim,Darri,30,9/14/1994,Amersfoort,Netherlands,Netherlands,175 cm,76 kg,FALSE,https://media.api-sports.io/football/players/37469.png,3589, Fatih Karagümrük, https://media.api-sports.io/football/teams/3589.png,4,0,44, null, Attacker, '6.800000', False,4,0,8,1,1,0,0, null, null,27,2,6, null, null, null,11,6,4,3, null,2, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
38784,A. van den Hurk,Anthony Edsel Johannes,van den Hurk,30,1/9/1993,Veghel,Netherlands,Curaçao,180 cm,87 kg,FALSE,https://media.api-sports.io/football/players/38784.png,1007, Rizespor, https://media.api-sports.io/football/teams/1007.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39050,L. James,Leke Samson,James,31,11/1/1992,Kaduna,Nigeria,Nigeria,188 cm,80 kg,FALSE,https://media.api-sports.io/football/players/39050.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
39107,S. Adekugbe,Samuel Ayomide,Adekugbe,28,1/16/1995,London,England,Canada,178 cm,75 kg,FALSE,https://media.api-sports.io/football/players/39107.png,3575, Hatayspor, https://media.api-sports.io/football/teams/3575.png, null, null, null, null, Defender, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40296,K. Angielski,Karol Jerzy,Angielski,27,3/20/1996,Kielce,Poland,Poland,181 cm,70 kg,FALSE,https://media.api-sports.io/football/players/40296.png,1002, Sivasspor, https://media.api-sports.io/football/teams/1002.png, null, null, null, null, Attacker, null, False, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40403,S. Szymański,Sebastian,Szymański,25,5/10/1999,Biała Podlaska,Poland,Poland,174 cm,60 kg,FALSE,https://media.api-sports.io/football/players/40403.png,611, Fenerbahce, https://media.api-sports.io/football/teams/611.png,31,28,2381, null, Midfielder, '7.522580', False,3,14,3,57,28,9,0,9, null,698,59,18,72,3,11,253,126,32,6, null,40,30,4,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
40452,K. Michalak,Konrad Hubert,Michalak,27,9/19/1997,Szprotawa,Poland,Poland,176 cm,61 kg,FALSE,https://media.api-sports.io/football/players/40452.png,607, Konyaspor, https://media.api-sports.io/football/teams/607.png,4,2,228, null, Midfielder, '6.800000', False,2,2,2,4,2,0,0,1, null,50,1,10,1, null,1,30,13,10,3, null,7, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41097,Nuno Sequeira,Nuno Miguel,Ribeiro da Cruz Jerónimo Seque,34,8/19/1990,Porto,Portugal,Portugal,184 cm,79 kg,FALSE,https://media.api-sports.io/football/players/41097.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,29,29,2588, null, Defender, '6.875862', False,0,2,0,6,4,1,0,2, null,1169,35,30,67,6,34,220,130,18,15, null,25,37,6,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41280,J. Vuković,Josip,Vuković,32,5/2/1992,Split,Croatia,Croatia,186 cm,81 kg,FALSE,https://media.api-sports.io/football/players/41280.png,3601, Pendikspor, https://media.api-sports.io/football/teams/3601.png,16,11,1075, null, Midfielder, '6.543750', False,5,2,5,5,2,0,0, null, null,503,6,26,14,1,9,76,32,8,4, null,9,11,5,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41284,Nanu,Eulânio Ângelo,Chipela Gomes,30,5/17/1994,Coimbra,Portugal,Guinea-Bissau,177 cm,69 kg,FALSE,https://media.api-sports.io/football/players/41284.png,3603, Samsunspor, https://media.api-sports.io/football/teams/3603.png,5,0,50, null, Defender, '6.460000', False,5,0,7, null, null,0,0,1, null,17,2,2,1, null, null,19,5,5,3, null,1,3,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41532,Douglas Tanque,Douglas Willian,da Silva Souza,31,10/27/1993,Santa Cruz do Rio Pardo,Brazil,Brazil,187 cm,88 kg,FALSE,https://media.api-sports.io/football/players/41532.png,3603, Samsunspor, https://media.api-sports.io/football/teams/3603.png,1,0,21, null, Attacker, '6.700000', False,1,0,1,1, null,0,0, null, null,3, null,2, null, null, null,2,1, null, null, null,1, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
41748,J. Onana,Jean Emile Junior,Onana Onana,24,1/8/2000,Yaoundé,Cameroon,Cameroon,189 cm,null,FALSE,https://media.api-sports.io/football/players/41748.png,549, Besiktas, https://media.api-sports.io/football/teams/549.png,4,0,12, null, Midfielder, '6.533333', False,4,0,11, null, null,0,0, null, null,12, null,2,2, null, null,3,3, null, null, null, null, null,0,0,0, null, null,0,0, null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
